participant,condition,phase,heartbeat_id_reference,rater_difference,Agreement
GDN0006,Dummy,TiltUp,44,0.0,High Agreement
GDN0006,Dummy,TiltUp,45,2.0,High Agreement
GDN0006,Dummy,TiltUp,46,2.0,High Agreement
GDN0006,Dummy,TiltUp,47,2.0,High Agreement
GDN0006,Dummy,TiltUp,48,2.0,High Agreement
GDN0006,Dummy,TiltUp,49,2.0,High Agreement
GDN0006,Dummy,TiltUp,50,2.0,High Agreement
GDN0006,Dummy,TiltUp,51,2.0,High Agreement
GDN0006,Dummy,TiltUp,52,0.0,High Agreement
GDN0006,Dummy,TiltUp,53,6.0,Medium Agreement
GDN0006,Dummy,TiltUp,54,0.0,High Agreement
GDN0006,Dummy,TiltUp,55,4.0,High Agreement
GDN0006,Dummy,TiltUp,56,0.0,High Agreement
GDN0006,Dummy,TiltUp,57,2.0,High Agreement
GDN0006,Dummy,TiltUp,58,0.0,High Agreement
GDN0006,Dummy,TiltUp,59,2.0,High Agreement
GDN0006,Dummy,TiltUp,60,0.0,High Agreement
GDN0006,Dummy,TiltUp,61,0.0,High Agreement
GDN0006,Dummy,TiltUp,62,2.0,High Agreement
GDN0006,Dummy,TiltUp,63,2.0,High Agreement
GDN0006,Dummy,Valsalva,0,4.0,High Agreement
GDN0006,Dummy,Valsalva,1,10.0,Medium Agreement
GDN0006,Dummy,Valsalva,2,0.0,High Agreement
GDN0006,Dummy,Valsalva,3,6.0,Medium Agreement
GDN0006,Dummy,Valsalva,4,4.0,High Agreement
GDN0006,Dummy,Valsalva,5,4.0,High Agreement
GDN0006,Dummy,Valsalva,6,2.0,High Agreement
GDN0006,Dummy,Valsalva,7,2.0,High Agreement
GDN0006,Dummy,Valsalva,8,0.0,High Agreement
GDN0006,Dummy,Valsalva,9,0.0,High Agreement
GDN0006,Dummy,Valsalva,10,32.0,Low Agreement
GDN0006,Dummy,Valsalva,11,8.0,Medium Agreement
GDN0006,Dummy,Valsalva,12,2.0,High Agreement
GDN0006,Dummy,Valsalva,13,2.0,High Agreement
GDN0006,Dummy,Valsalva,14,2.0,High Agreement
GDN0006,Dummy,Valsalva,15,4.0,High Agreement
GDN0006,Dummy,Valsalva,16,2.0,High Agreement
GDN0006,Dummy,Valsalva,17,2.0,High Agreement
GDN0006,Dummy,Valsalva,18,2.0,High Agreement
GDN0006,Dummy,Valsalva,19,4.0,High Agreement
GDN0006,Dummy,Valsalva,20,2.0,High Agreement
GDN0006,Dummy,Valsalva,21,2.0,High Agreement
GDN0006,Dummy,Valsalva,22,2.0,High Agreement
GDN0006,Dummy,Valsalva,23,0.0,High Agreement
GDN0006,Dummy,Valsalva,24,6.0,Medium Agreement
GDN0006,Dummy,Valsalva,25,4.0,High Agreement
GDN0006,Dummy,Valsalva,26,6.0,Medium Agreement
GDN0006,Dummy,Valsalva,27,4.0,High Agreement
GDN0006,Dummy,Valsalva,28,38.0,Low Agreement
GDN0006,Dummy,Valsalva,29,0.0,High Agreement
GDN0006,Dummy,Valsalva,30,40.0,Low Agreement
GDN0006,Dummy,Valsalva,31,4.0,High Agreement
GDN0006,Dummy,Valsalva,32,2.0,High Agreement
GDN0006,Dummy,Valsalva,33,6.0,Medium Agreement
GDN0006,Dummy,Valsalva,34,10.0,Medium Agreement
GDN0006,Dummy,Valsalva,35,2.0,High Agreement
GDN0006,Dummy,Valsalva,36,36.0,Low Agreement
GDN0006,Dummy,Valsalva,37,0.0,High Agreement
GDN0006,Dummy,Valsalva,38,4.0,High Agreement
GDN0006,Dummy,Valsalva,39,8.0,Medium Agreement
GDN0006,Dummy,Valsalva,40,0.0,High Agreement
GDN0006,Dummy,Valsalva,41,4.0,High Agreement
GDN0006,Dummy,Valsalva,42,0.0,High Agreement
GDN0006,Dummy,Valsalva,43,4.0,High Agreement
GDN0006,Dummy,Valsalva,44,42.0,Low Agreement
GDN0006,Dummy,Valsalva,45,2.0,High Agreement
GDN0006,Dummy,Valsalva,46,2.0,High Agreement
GDN0006,Dummy,Valsalva,47,2.0,High Agreement
GDN0006,Dummy,Valsalva,48,6.0,Medium Agreement
GDN0006,Dummy,Valsalva,49,0.0,High Agreement
GDN0006,Dummy,Valsalva,50,0.0,High Agreement
GDN0006,Dummy,Valsalva,51,0.0,High Agreement
GDN0006,Dummy,Valsalva,52,0.0,High Agreement
GDN0006,Dummy,Valsalva,53,6.0,Medium Agreement
GDN0007,Dummy,HoldingBreath,0,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,1,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,2,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,3,72.0,Low Agreement
GDN0007,Dummy,HoldingBreath,4,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,5,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,6,4.0,High Agreement
GDN0007,Dummy,HoldingBreath,7,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,8,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,9,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,10,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,11,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,12,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,13,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,14,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,15,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,16,42.0,Low Agreement
GDN0007,Dummy,HoldingBreath,17,50.0,Low Agreement
GDN0007,Dummy,HoldingBreath,18,50.0,Low Agreement
GDN0007,Dummy,HoldingBreath,19,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,20,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,21,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,22,6.0,Medium Agreement
GDN0007,Dummy,HoldingBreath,23,4.0,High Agreement
GDN0007,Dummy,HoldingBreath,24,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,25,4.0,High Agreement
GDN0007,Dummy,HoldingBreath,26,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,27,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,28,4.0,High Agreement
GDN0007,Dummy,HoldingBreath,29,4.0,High Agreement
GDN0007,Dummy,HoldingBreath,30,30.0,Low Agreement
GDN0007,Dummy,HoldingBreath,31,4.0,High Agreement
GDN0007,Dummy,HoldingBreath,32,6.0,Medium Agreement
GDN0007,Dummy,HoldingBreath,33,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,34,4.0,High Agreement
GDN0007,Dummy,HoldingBreath,35,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,36,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,37,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,38,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,39,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,40,0.0,High Agreement
GDN0007,Dummy,HoldingBreath,41,4.0,High Agreement
GDN0007,Dummy,HoldingBreath,42,10.0,Medium Agreement
GDN0007,Dummy,HoldingBreath,43,8.0,Medium Agreement
GDN0007,Dummy,HoldingBreath,44,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,45,2.0,High Agreement
GDN0007,Dummy,HoldingBreath,46,6.0,Medium Agreement
GDN0007,Dummy,HoldingBreath,47,8.0,Medium Agreement
GDN0007,Dummy,HoldingBreath,48,8.0,Medium Agreement
GDN0007,Dummy,HoldingBreath,49,12.0,Low Agreement
GDN0007,Dummy,HoldingBreath,50,40.0,Low Agreement
GDN0007,Dummy,HoldingBreath,51,4.0,High Agreement
GDN0007,Dummy,HoldingBreath,52,40.0,Low Agreement
GDN0007,Dummy,HoldingBreath,53,42.0,Low Agreement
GDN0007,Dummy,HoldingBreath,54,4.0,High Agreement
GDN0007,Dummy,Pause,0,6.0,Medium Agreement
GDN0007,Dummy,Pause,1,2.0,High Agreement
GDN0007,Dummy,Pause,2,0.0,High Agreement
GDN0007,Dummy,Pause,3,40.0,Low Agreement
GDN0007,Dummy,Pause,4,6.0,Medium Agreement
GDN0007,Dummy,Pause,5,0.0,High Agreement
GDN0007,Dummy,Pause,6,6.0,Medium Agreement
GDN0007,Dummy,Pause,7,4.0,High Agreement
GDN0007,Dummy,Pause,8,4.0,High Agreement
GDN0007,Dummy,Pause,9,6.0,Medium Agreement
GDN0007,Dummy,Pause,10,10.0,Medium Agreement
GDN0007,Dummy,Pause,11,6.0,Medium Agreement
GDN0007,Dummy,Pause,12,4.0,High Agreement
GDN0007,Dummy,Pause,13,44.0,Low Agreement
GDN0007,Dummy,Pause,14,2.0,High Agreement
GDN0007,Dummy,Pause,15,0.0,High Agreement
GDN0007,Dummy,Pause,16,4.0,High Agreement
GDN0007,Dummy,Pause,17,76.0,Low Agreement
GDN0007,Dummy,Pause,18,0.0,High Agreement
GDN0007,Dummy,Pause,19,4.0,High Agreement
GDN0007,Dummy,Pause,20,2.0,High Agreement
GDN0007,Dummy,Pause,21,0.0,High Agreement
GDN0007,Dummy,Pause,22,2.0,High Agreement
GDN0007,Dummy,Pause,23,0.0,High Agreement
GDN0007,Dummy,Pause,24,2.0,High Agreement
GDN0007,Dummy,Pause,25,2.0,High Agreement
GDN0007,Dummy,Pause,26,30.0,Low Agreement
GDN0007,Dummy,Pause,27,90.0,Low Agreement
GDN0007,Dummy,Pause,28,0.0,High Agreement
GDN0007,Dummy,Pause,29,2.0,High Agreement
GDN0007,Dummy,Pause,30,2.0,High Agreement
GDN0007,Dummy,Pause,31,0.0,High Agreement
GDN0007,Dummy,Pause,32,2.0,High Agreement
GDN0007,Dummy,Pause,33,0.0,High Agreement
GDN0007,Dummy,Pause,34,6.0,Medium Agreement
GDN0007,Dummy,Pause,35,6.0,Medium Agreement
GDN0007,Dummy,Pause,36,10.0,Medium Agreement
GDN0007,Dummy,Pause,37,4.0,High Agreement
GDN0007,Dummy,Pause,38,4.0,High Agreement
GDN0007,Dummy,Pause,39,10.0,Medium Agreement
GDN0007,Dummy,Pause,40,6.0,Medium Agreement
GDN0007,Dummy,Pause,41,108.0,Low Agreement
GDN0007,Dummy,Pause,42,2.0,High Agreement
GDN0007,Dummy,Pause,43,2.0,High Agreement
GDN0007,Dummy,Pause,44,4.0,High Agreement
GDN0007,Dummy,Pause,45,2.0,High Agreement
GDN0007,Dummy,Pause,46,2.0,High Agreement
GDN0007,Dummy,Pause,47,2.0,High Agreement
GDN0007,Dummy,Pause,48,4.0,High Agreement
GDN0007,Dummy,Pause,49,0.0,High Agreement
GDN0007,Dummy,Pause,50,2.0,High Agreement
GDN0007,Dummy,Pause,51,0.0,High Agreement
GDN0007,Dummy,Pause,52,6.0,Medium Agreement
GDN0007,Dummy,Pause,53,10.0,Medium Agreement
GDN0007,Dummy,Pause,54,4.0,High Agreement
GDN0007,Dummy,Pause,55,2.0,High Agreement
GDN0007,Dummy,Pause,56,36.0,Low Agreement
GDN0007,Dummy,Pause,57,2.0,High Agreement
GDN0007,Dummy,Pause,58,2.0,High Agreement
GDN0007,Dummy,Pause,59,114.0,Low Agreement
GDN0007,Dummy,Pause,60,6.0,Medium Agreement
GDN0007,Dummy,Pause,61,6.0,Medium Agreement
GDN0007,Dummy,TiltLevel,0,2.0,High Agreement
GDN0007,Dummy,TiltLevel,1,0.0,High Agreement
GDN0007,Dummy,TiltLevel,2,2.0,High Agreement
GDN0007,Dummy,TiltLevel,3,2.0,High Agreement
GDN0007,Dummy,TiltLevel,4,8.0,Medium Agreement
GDN0007,Dummy,TiltLevel,5,4.0,High Agreement
GDN0007,Dummy,TiltLevel,7,2.0,High Agreement
GDN0007,Dummy,TiltLevel,8,6.0,Medium Agreement
GDN0007,Dummy,TiltLevel,9,2.0,High Agreement
GDN0007,Dummy,TiltLevel,10,8.0,Medium Agreement
GDN0007,Dummy,TiltLevel,11,4.0,High Agreement
GDN0007,Dummy,TiltLevel,12,4.0,High Agreement
GDN0007,Dummy,TiltLevel,13,4.0,High Agreement
GDN0007,Dummy,TiltLevel,14,60.0,Low Agreement
GDN0007,Dummy,TiltLevel,15,2.0,High Agreement
GDN0007,Dummy,TiltLevel,16,2.0,High Agreement
GDN0007,Dummy,TiltLevel,17,4.0,High Agreement
GDN0007,Dummy,TiltLevel,18,2.0,High Agreement
GDN0007,Dummy,TiltLevel,19,2.0,High Agreement
GDN0007,Dummy,TiltLevel,20,8.0,Medium Agreement
GDN0007,Dummy,TiltLevel,21,2.0,High Agreement
GDN0007,Dummy,TiltLevel,22,8.0,Medium Agreement
GDN0007,Dummy,TiltLevel,23,0.0,High Agreement
GDN0007,Dummy,TiltLevel,24,4.0,High Agreement
GDN0007,Dummy,TiltLevel,25,2.0,High Agreement
GDN0007,Dummy,TiltLevel,26,52.0,Low Agreement
GDN0007,Dummy,TiltLevel,27,4.0,High Agreement
GDN0007,Dummy,TiltLevel,28,0.0,High Agreement
GDN0007,Dummy,TiltLevel,29,6.0,Medium Agreement
GDN0007,Dummy,TiltLevel,30,0.0,High Agreement
GDN0007,Dummy,TiltLevel,31,2.0,High Agreement
GDN0007,Dummy,TiltLevel,32,48.0,Low Agreement
GDN0007,Dummy,TiltLevel,33,4.0,High Agreement
GDN0007,Dummy,TiltLevel,34,4.0,High Agreement
GDN0007,Dummy,TiltLevel,35,44.0,Low Agreement
GDN0007,Dummy,TiltLevel,36,0.0,High Agreement
GDN0007,Dummy,TiltLevel,37,14.0,Low Agreement
GDN0007,Dummy,TiltLevel,38,2.0,High Agreement
GDN0007,Dummy,TiltLevel,39,6.0,Medium Agreement
GDN0007,Dummy,TiltLevel,41,4.0,High Agreement
GDN0007,Dummy,TiltLevel,42,0.0,High Agreement
GDN0007,Dummy,TiltLevel,43,96.0,Low Agreement
GDN0007,Dummy,TiltLevel,44,0.0,High Agreement
GDN0007,Dummy,TiltLevel,45,0.0,High Agreement
GDN0007,Dummy,TiltLevel,46,2.0,High Agreement
GDN0007,Dummy,TiltLevel,47,0.0,High Agreement
GDN0007,Dummy,TiltLevel,48,4.0,High Agreement
GDN0007,Dummy,TiltLevel,50,32.0,Low Agreement
GDN0007,Dummy,TiltLevel,51,6.0,Medium Agreement
GDN0007,Dummy,TiltLevel,52,18.0,Low Agreement
GDN0007,Dummy,TiltLevel,53,4.0,High Agreement
GDN0007,Dummy,TiltLevel,54,4.0,High Agreement
GDN0007,Dummy,TiltLevel,55,0.0,High Agreement
GDN0007,Dummy,TiltLevel,56,62.0,Low Agreement
GDN0007,Dummy,TiltLevel,57,2.0,High Agreement
GDN0007,Dummy,TiltUp,0,2.0,High Agreement
GDN0007,Dummy,TiltUp,1,4.0,High Agreement
GDN0007,Dummy,TiltUp,2,8.0,Medium Agreement
GDN0007,Dummy,TiltUp,3,0.0,High Agreement
GDN0007,Dummy,TiltUp,4,0.0,High Agreement
GDN0007,Dummy,TiltUp,5,0.0,High Agreement
GDN0007,Dummy,TiltUp,6,0.0,High Agreement
GDN0007,Dummy,TiltUp,7,4.0,High Agreement
GDN0007,Dummy,TiltUp,8,2.0,High Agreement
GDN0007,Dummy,TiltUp,9,4.0,High Agreement
GDN0007,Dummy,TiltUp,10,6.0,Medium Agreement
GDN0007,Dummy,TiltUp,11,6.0,Medium Agreement
GDN0007,Dummy,TiltUp,12,0.0,High Agreement
GDN0007,Dummy,TiltUp,13,4.0,High Agreement
GDN0007,Dummy,TiltUp,14,2.0,High Agreement
GDN0007,Dummy,TiltUp,15,0.0,High Agreement
GDN0007,Dummy,TiltUp,16,0.0,High Agreement
GDN0007,Dummy,TiltUp,17,6.0,Medium Agreement
GDN0007,Dummy,TiltUp,18,2.0,High Agreement
GDN0007,Dummy,TiltUp,19,0.0,High Agreement
GDN0007,Dummy,TiltUp,20,8.0,Medium Agreement
GDN0007,Dummy,TiltUp,21,2.0,High Agreement
GDN0007,Dummy,TiltUp,22,2.0,High Agreement
GDN0007,Dummy,TiltUp,23,0.0,High Agreement
GDN0007,Dummy,TiltUp,24,6.0,Medium Agreement
GDN0007,Dummy,TiltUp,25,4.0,High Agreement
GDN0007,Dummy,TiltUp,26,6.0,Medium Agreement
GDN0007,Dummy,TiltUp,27,0.0,High Agreement
GDN0007,Dummy,TiltUp,28,2.0,High Agreement
GDN0007,Dummy,TiltUp,29,6.0,Medium Agreement
GDN0007,Dummy,TiltUp,30,0.0,High Agreement
GDN0007,Dummy,TiltUp,31,2.0,High Agreement
GDN0007,Dummy,TiltUp,32,2.0,High Agreement
GDN0007,Dummy,TiltUp,33,4.0,High Agreement
GDN0007,Dummy,TiltUp,34,2.0,High Agreement
GDN0007,Dummy,TiltUp,35,0.0,High Agreement
GDN0007,Dummy,TiltUp,36,2.0,High Agreement
GDN0007,Dummy,TiltUp,37,2.0,High Agreement
GDN0007,Dummy,TiltUp,38,2.0,High Agreement
GDN0007,Dummy,TiltUp,39,2.0,High Agreement
GDN0007,Dummy,TiltUp,40,0.0,High Agreement
GDN0007,Dummy,TiltUp,41,2.0,High Agreement
GDN0007,Dummy,TiltUp,42,2.0,High Agreement
GDN0007,Dummy,TiltUp,43,0.0,High Agreement
GDN0007,Dummy,TiltUp,44,0.0,High Agreement
GDN0007,Dummy,TiltUp,45,2.0,High Agreement
GDN0007,Dummy,TiltUp,46,0.0,High Agreement
GDN0007,Dummy,TiltUp,47,0.0,High Agreement
GDN0007,Dummy,TiltUp,48,0.0,High Agreement
GDN0007,Dummy,TiltUp,49,2.0,High Agreement
GDN0007,Dummy,TiltUp,50,0.0,High Agreement
GDN0007,Dummy,TiltUp,51,2.0,High Agreement
GDN0007,Dummy,TiltUp,52,4.0,High Agreement
GDN0007,Dummy,TiltUp,53,4.0,High Agreement
GDN0007,Dummy,TiltUp,54,2.0,High Agreement
GDN0007,Dummy,TiltUp,55,2.0,High Agreement
GDN0007,Dummy,TiltUp,56,8.0,Medium Agreement
GDN0007,Dummy,TiltUp,57,0.0,High Agreement
GDN0007,Dummy,TiltUp,58,4.0,High Agreement
GDN0007,Dummy,TiltUp,59,6.0,Medium Agreement
GDN0007,Dummy,TiltUp,60,0.0,High Agreement
GDN0007,Dummy,TiltUp,61,2.0,High Agreement
GDN0007,Dummy,TiltUp,62,0.0,High Agreement
GDN0007,Dummy,TiltUp,63,8.0,Medium Agreement
GDN0007,Dummy,TiltUp,64,2.0,High Agreement
GDN0007,Dummy,TiltUp,65,0.0,High Agreement
GDN0007,Dummy,TiltUp,66,2.0,High Agreement
GDN0007,Dummy,TiltUp,67,0.0,High Agreement
GDN0007,Dummy,TiltUp,68,2.0,High Agreement
GDN0007,Dummy,TiltUp,69,2.0,High Agreement
GDN0007,Dummy,Valsalva,0,2.0,High Agreement
GDN0007,Dummy,Valsalva,1,0.0,High Agreement
GDN0007,Dummy,Valsalva,2,0.0,High Agreement
GDN0007,Dummy,Valsalva,3,0.0,High Agreement
GDN0007,Dummy,Valsalva,4,80.0,Low Agreement
GDN0007,Dummy,Valsalva,5,68.0,Low Agreement
GDN0007,Dummy,Valsalva,6,0.0,High Agreement
GDN0007,Dummy,Valsalva,7,0.0,High Agreement
GDN0007,Dummy,Valsalva,8,2.0,High Agreement
GDN0007,Dummy,Valsalva,9,0.0,High Agreement
GDN0007,Dummy,Valsalva,10,4.0,High Agreement
GDN0007,Dummy,Valsalva,11,4.0,High Agreement
GDN0007,Dummy,Valsalva,12,2.0,High Agreement
GDN0007,Dummy,Valsalva,13,10.0,Medium Agreement
GDN0007,Dummy,Valsalva,14,2.0,High Agreement
GDN0007,Dummy,Valsalva,15,0.0,High Agreement
GDN0007,Dummy,Valsalva,16,0.0,High Agreement
GDN0007,Dummy,Valsalva,17,2.0,High Agreement
GDN0007,Dummy,Valsalva,18,0.0,High Agreement
GDN0007,Dummy,Valsalva,19,4.0,High Agreement
GDN0007,Dummy,Valsalva,20,128.0,Low Agreement
GDN0007,Dummy,Valsalva,21,2.0,High Agreement
GDN0007,Dummy,Valsalva,22,4.0,High Agreement
GDN0007,Dummy,Valsalva,23,0.0,High Agreement
GDN0007,Dummy,Valsalva,24,32.0,Low Agreement
GDN0007,Dummy,Valsalva,25,2.0,High Agreement
GDN0007,Dummy,Valsalva,26,2.0,High Agreement
GDN0007,Dummy,Valsalva,27,2.0,High Agreement
GDN0007,Dummy,Valsalva,28,2.0,High Agreement
GDN0007,Dummy,Valsalva,30,86.0,Low Agreement
GDN0007,Dummy,Valsalva,31,0.0,High Agreement
GDN0007,Dummy,Valsalva,32,18.0,Low Agreement
GDN0007,Dummy,Valsalva,33,0.0,High Agreement
GDN0007,Dummy,Valsalva,34,10.0,Medium Agreement
GDN0007,Dummy,Valsalva,35,8.0,Medium Agreement
GDN0007,Dummy,Valsalva,36,8.0,Medium Agreement
GDN0007,Dummy,Valsalva,37,4.0,High Agreement
GDN0007,Dummy,Valsalva,38,2.0,High Agreement
GDN0007,Dummy,Valsalva,39,2.0,High Agreement
GDN0007,Dummy,Valsalva,40,2.0,High Agreement
GDN0007,Dummy,Valsalva,41,0.0,High Agreement
GDN0007,Dummy,Valsalva,42,2.0,High Agreement
GDN0007,Dummy,Valsalva,43,0.0,High Agreement
GDN0007,Dummy,Valsalva,44,8.0,Medium Agreement
GDN0007,Dummy,Valsalva,45,14.0,Low Agreement
GDN0007,Dummy,Valsalva,46,0.0,High Agreement
GDN0007,Dummy,Valsalva,47,0.0,High Agreement
GDN0007,Dummy,Valsalva,48,0.0,High Agreement
GDN0007,Dummy,Valsalva,49,8.0,Medium Agreement
GDN0007,Dummy,Valsalva,50,2.0,High Agreement
GDN0007,Dummy,Valsalva,51,2.0,High Agreement
GDN0007,Dummy,Valsalva,52,70.0,Low Agreement
GDN0007,Dummy,Valsalva,53,2.0,High Agreement
GDN0007,Dummy,Valsalva,54,50.0,Low Agreement
GDN0007,Dummy,Valsalva,55,0.0,High Agreement
GDN0007,Dummy,Valsalva,56,0.0,High Agreement
GDN0007,Dummy,Valsalva,57,16.0,Low Agreement
GDN0008,Dummy,HoldingBreath,0,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,1,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,2,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,3,18.0,Low Agreement
GDN0008,Dummy,HoldingBreath,4,12.0,Low Agreement
GDN0008,Dummy,HoldingBreath,5,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,6,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,7,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,8,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,9,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,10,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,11,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,12,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,13,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,14,6.0,Medium Agreement
GDN0008,Dummy,HoldingBreath,15,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,16,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,17,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,18,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,19,10.0,Medium Agreement
GDN0008,Dummy,HoldingBreath,20,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,21,8.0,Medium Agreement
GDN0008,Dummy,HoldingBreath,22,6.0,Medium Agreement
GDN0008,Dummy,HoldingBreath,24,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,25,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,26,46.0,Low Agreement
GDN0008,Dummy,HoldingBreath,27,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,28,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,29,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,30,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,31,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,32,44.0,Low Agreement
GDN0008,Dummy,HoldingBreath,33,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,34,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,35,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,36,6.0,Medium Agreement
GDN0008,Dummy,HoldingBreath,37,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,38,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,39,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,40,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,41,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,42,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,43,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,44,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,45,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,46,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,47,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,48,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,49,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,50,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,51,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,52,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,53,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,54,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,55,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,56,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,57,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,58,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,59,0.0,High Agreement
GDN0008,Dummy,HoldingBreath,60,8.0,Medium Agreement
GDN0008,Dummy,HoldingBreath,61,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,62,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,63,6.0,Medium Agreement
GDN0008,Dummy,HoldingBreath,64,34.0,Low Agreement
GDN0008,Dummy,HoldingBreath,65,2.0,High Agreement
GDN0008,Dummy,HoldingBreath,66,4.0,High Agreement
GDN0008,Dummy,HoldingBreath,67,2.0,High Agreement
GDN0008,Dummy,Pause,0,0.0,High Agreement
GDN0008,Dummy,Pause,1,8.0,Medium Agreement
GDN0008,Dummy,Pause,2,2.0,High Agreement
GDN0008,Dummy,Pause,3,18.0,Low Agreement
GDN0008,Dummy,Pause,4,4.0,High Agreement
GDN0008,Dummy,Pause,5,6.0,Medium Agreement
GDN0008,Dummy,Pause,6,2.0,High Agreement
GDN0008,Dummy,Pause,7,2.0,High Agreement
GDN0008,Dummy,Pause,8,2.0,High Agreement
GDN0008,Dummy,Pause,9,2.0,High Agreement
GDN0008,Dummy,Pause,10,2.0,High Agreement
GDN0008,Dummy,Pause,11,2.0,High Agreement
GDN0008,Dummy,Pause,12,0.0,High Agreement
GDN0008,Dummy,Pause,13,0.0,High Agreement
GDN0008,Dummy,Pause,14,0.0,High Agreement
GDN0008,Dummy,Pause,15,6.0,Medium Agreement
GDN0008,Dummy,Pause,16,2.0,High Agreement
GDN0008,Dummy,Pause,17,0.0,High Agreement
GDN0008,Dummy,Pause,18,6.0,Medium Agreement
GDN0008,Dummy,Pause,19,0.0,High Agreement
GDN0008,Dummy,Pause,20,2.0,High Agreement
GDN0008,Dummy,Pause,21,0.0,High Agreement
GDN0008,Dummy,Pause,22,0.0,High Agreement
GDN0008,Dummy,Pause,23,2.0,High Agreement
GDN0008,Dummy,Pause,24,8.0,Medium Agreement
GDN0008,Dummy,Pause,25,0.0,High Agreement
GDN0008,Dummy,Pause,26,8.0,Medium Agreement
GDN0008,Dummy,Pause,27,4.0,High Agreement
GDN0008,Dummy,Pause,29,2.0,High Agreement
GDN0008,Dummy,Pause,30,2.0,High Agreement
GDN0008,Dummy,Pause,31,0.0,High Agreement
